PRODUCT_ID,NUMBER_OF_SALES,PRODUCT_CATEGORY,TRANSACTION_DATE,DAYNAME,TRANSACTION_TIME,HOUR,REVENUE,STORE_LOCATION,TRANSACTION_DATE,TRANSACTION_TIME,DAY_CLASSIFICATION,MONTH_NAME,TIME_BUCKET
22,1,Coffee,5/9/2023,Tue,39:28.0,14,2,Lower Manhattan,5/9/2023,39:28.0,WEEKDAY,May,"02,AFTERNOON"
41,1,Coffee,5/9/2023,Tue,40:33.0,14,4.25,Astoria,5/9/2023,40:33.0,WEEKDAY,May,"02,AFTERNOON"
26,1,Coffee,5/9/2023,Tue,41:40.0,14,3,Hell's Kitchen,5/9/2023,41:40.0,WEEKDAY,May,"02,AFTERNOON"
45,1,Tea,5/9/2023,Tue,22:08.0,15,6,Lower Manhattan,5/9/2023,22:08.0,WEEKDAY,May,"02,AFTERNOON"
33,1,Coffee,5/9/2023,Tue,15:21.0,17,7,Hell's Kitchen,5/9/2023,15:21.0,WEEKDAY,May,"03,EVENING"
38,1,Coffee,5/7/2023,Sun,52:50.0,10,7.5,Hell's Kitchen,5/7/2023,52:50.0,WEEKDAY,May,"01,MORNING"
61,1,Drinking Chocolate,5/10/2023,Wed,44:36.0,7,9.5,Hell's Kitchen,5/10/2023,44:36.0,WEEKDAY,May,"01,MORNING"
78,1,Bakery,5/10/2023,Wed,44:36.0,7,4.5,Hell's Kitchen,5/10/2023,44:36.0,WEEKDAY,May,"01,MORNING"
32,1,Coffee,5/10/2023,Wed,52:38.0,7,3,Hell's Kitchen,5/10/2023,52:38.0,WEEKDAY,May,"01,MORNING"
44,1,Tea,5/10/2023,Wed,32:04.0,8,5,Astoria,5/10/2023,32:04.0,WEEKDAY,May,"01,MORNING"
23,1,Coffee,5/10/2023,Wed,34:15.0,8,2.5,Lower Manhattan,5/10/2023,34:15.0,WEEKDAY,May,"01,MORNING"
30,1,Coffee,5/10/2023,Wed,37:11.0,8,3,Lower Manhattan,5/10/2023,37:11.0,WEEKDAY,May,"01,MORNING"
47,1,Tea,5/10/2023,Wed,43:22.0,8,3,Hell's Kitchen,5/10/2023,43:22.0,WEEKDAY,May,"01,MORNING"
32,1,Coffee,5/10/2023,Wed,46:51.0,8,3,Hell's Kitchen,5/10/2023,46:51.0,WEEKDAY,May,"01,MORNING"
69,1,Bakery,5/10/2023,Wed,20:27.0,9,3.25,Astoria,5/10/2023,20:27.0,WEEKDAY,May,"01,MORNING"
54,1,Tea,5/10/2023,Wed,08:31.0,10,5,Lower Manhattan,5/10/2023,08:31.0,WEEKDAY,May,"01,MORNING"
43,1,Tea,5/10/2023,Wed,19:08.0,10,6,Hell's Kitchen,5/10/2023,19:08.0,WEEKDAY,May,"01,MORNING"
29,1,Coffee,5/10/2023,Wed,35:59.0,10,5,Lower Manhattan,5/10/2023,35:59.0,WEEKDAY,May,"01,MORNING"
44,1,Tea,5/10/2023,Wed,38:52.0,10,5,Lower Manhattan,5/10/2023,38:52.0,WEEKDAY,May,"01,MORNING"
29,1,Coffee,5/10/2023,Wed,05:33.0,11,5,Hell's Kitchen,5/10/2023,05:33.0,WEEKDAY,May,"01,MORNING"
22,1,Coffee,5/10/2023,Wed,14:30.0,11,2,Astoria,5/10/2023,14:30.0,WEEKDAY,May,"01,MORNING"
84,1,Flavours,5/10/2023,Wed,50:47.0,13,1.6,Astoria,5/10/2023,50:47.0,WEEKDAY,May,"02,AFTERNOON"
24,1,Coffee,5/10/2023,Wed,51:51.0,14,6,Astoria,5/10/2023,51:51.0,WEEKDAY,May,"02,AFTERNOON"
48,1,Tea,5/10/2023,Wed,45:01.0,16,5,Hell's Kitchen,5/10/2023,45:01.0,WEEKDAY,May,"03,EVENING"
23,1,Coffee,5/10/2023,Wed,31:22.0,19,2.5,Astoria,5/10/2023,31:22.0,WEEKDAY,May,"03,EVENING"
46,1,Tea,5/11/2023,Thu,37:12.0,6,5,Hell's Kitchen,5/11/2023,37:12.0,WEEKDAY,May,"01,MORNING"
52,1,Tea,5/11/2023,Thu,45:24.0,6,2.5,Hell's Kitchen,5/11/2023,45:24.0,WEEKDAY,May,"01,MORNING"
74,1,Bakery,5/11/2023,Thu,49:59.0,6,3.5,Hell's Kitchen,5/11/2023,49:59.0,WEEKDAY,May,"01,MORNING"
73,1,Bakery,5/11/2023,Thu,18:05.0,7,3.75,Lower Manhattan,5/11/2023,18:05.0,WEEKDAY,May,"01,MORNING"
50,1,Tea,5/11/2023,Thu,41:21.0,7,2.5,Hell's Kitchen,5/11/2023,41:21.0,WEEKDAY,May,"01,MORNING"
44,1,Tea,5/11/2023,Thu,46:49.0,7,5,Astoria,5/11/2023,46:49.0,WEEKDAY,May,"01,MORNING"
76,1,Bakery,5/11/2023,Thu,09:00.0,8,3.5,Lower Manhattan,5/11/2023,09:00.0,WEEKDAY,May,"01,MORNING"
23,1,Coffee,5/11/2023,Thu,12:55.0,8,5,Astoria,5/11/2023,12:55.0,WEEKDAY,May,"01,MORNING"
44,1,Tea,5/11/2023,Thu,24:25.0,9,2.5,Hell's Kitchen,5/11/2023,24:25.0,WEEKDAY,May,"01,MORNING"
60,1,Drinking Chocolate,5/11/2023,Thu,27:29.0,9,3.75,Hell's Kitchen,5/11/2023,27:29.0,WEEKDAY,May,"01,MORNING"
69,1,Bakery,5/11/2023,Thu,55:20.0,9,3.25,Lower Manhattan,5/11/2023,55:20.0,WEEKDAY,May,"01,MORNING"
40,1,Coffee,5/11/2023,Thu,33:33.0,10,7.5,Hell's Kitchen,5/11/2023,33:33.0,WEEKDAY,May,"01,MORNING"
57,1,Tea,5/11/2023,Thu,42:31.0,10,6.2,Lower Manhattan,5/11/2023,42:31.0,WEEKDAY,May,"01,MORNING"
73,1,Bakery,5/11/2023,Thu,48:24.0,10,3.75,Lower Manhattan,5/11/2023,48:24.0,WEEKDAY,May,"01,MORNING"
74,1,Bakery,5/11/2023,Thu,58:51.0,10,3.5,Hell's Kitchen,5/11/2023,58:51.0,WEEKDAY,May,"01,MORNING"
42,1,Tea,5/11/2023,Thu,26:53.0,11,2.5,Astoria,5/11/2023,26:53.0,WEEKDAY,May,"01,MORNING"
55,1,Tea,5/11/2023,Thu,49:44.0,11,4,Lower Manhattan,5/11/2023,49:44.0,WEEKDAY,May,"01,MORNING"
61,1,Drinking Chocolate,5/11/2023,Thu,23:34.0,12,9.5,Lower Manhattan,5/11/2023,23:34.0,WEEKDAY,May,"02,AFTERNOON"
28,1,Coffee,5/11/2023,Thu,49:37.0,12,2,Lower Manhattan,5/11/2023,49:37.0,WEEKDAY,May,"02,AFTERNOON"
16,1,Loose Tea,5/11/2023,Thu,45:06.0,13,8.95,Lower Manhattan,5/11/2023,45:06.0,WEEKDAY,May,"02,AFTERNOON"
65,1,Flavours,5/11/2023,Thu,09:23.0,16,1.6,Lower Manhattan,5/11/2023,09:23.0,WEEKDAY,May,"03,EVENING"
71,1,Bakery,5/11/2023,Thu,53:00.0,19,3.75,Astoria,5/11/2023,53:00.0,WEEKDAY,May,"03,EVENING"
49,1,Tea,5/12/2023,Fri,34:44.0,6,3,Lower Manhattan,5/12/2023,34:44.0,WEEKDAY,May,"01,MORNING"
55,1,Tea,5/12/2023,Fri,54:41.0,6,8,Lower Manhattan,5/12/2023,54:41.0,WEEKDAY,May,"01,MORNING"
63,1,Flavours,5/12/2023,Fri,04:13.0,7,2.4,Lower Manhattan,5/12/2023,04:13.0,WEEKDAY,May,"01,MORNING"
25,1,Coffee,5/12/2023,Fri,44:10.0,7,2.2,Hell's Kitchen,5/12/2023,44:10.0,WEEKDAY,May,"01,MORNING"
59,1,Drinking Chocolate,5/12/2023,Fri,37:54.0,8,9,Astoria,5/12/2023,37:54.0,WEEKDAY,May,"01,MORNING"
36,1,Coffee,5/12/2023,Fri,23:04.0,9,3.75,Hell's Kitchen,5/12/2023,23:04.0,WEEKDAY,May,"01,MORNING"
22,1,Coffee,5/12/2023,Fri,16:27.0,10,2,Lower Manhattan,5/12/2023,16:27.0,WEEKDAY,May,"01,MORNING"
36,1,Coffee,5/12/2023,Fri,38:59.0,16,3.75,Lower Manhattan,5/12/2023,38:59.0,WEEKDAY,May,"03,EVENING"
35,1,Coffee,5/12/2023,Fri,07:23.0,17,6.2,Lower Manhattan,5/12/2023,07:23.0,WEEKDAY,May,"03,EVENING"
64,1,Flavours,5/12/2023,Fri,38:28.0,17,0.8,Hell's Kitchen,5/12/2023,38:28.0,WEEKDAY,May,"03,EVENING"
19,1,Packaged Chocolate,5/12/2023,Fri,53:13.0,18,6.4,Hell's Kitchen,5/12/2023,53:13.0,WEEKDAY,May,"03,EVENING"
79,1,Bakery,5/13/2023,Sat,22:49.0,8,3.75,Hell's Kitchen,5/13/2023,22:49.0,WEEKDAY,May,"01,MORNING"
84,1,Flavours,5/13/2023,Sat,23:47.0,8,1.6,Lower Manhattan,5/13/2023,23:47.0,WEEKDAY,May,"01,MORNING"
54,1,Tea,5/13/2023,Sat,00:48.0,9,5,Hell's Kitchen,5/13/2023,00:48.0,WEEKDAY,May,"01,MORNING"
50,1,Tea,5/13/2023,Sat,09:06.0,9,2.5,Lower Manhattan,5/13/2023,09:06.0,WEEKDAY,May,"01,MORNING"
28,1,Coffee,5/13/2023,Sat,30:05.0,9,4,Hell's Kitchen,5/13/2023,30:05.0,WEEKDAY,May,"01,MORNING"
28,1,Coffee,5/13/2023,Sat,28:17.0,10,4,Hell's Kitchen,5/13/2023,28:17.0,WEEKDAY,May,"01,MORNING"
46,1,Tea,5/13/2023,Sat,53:55.0,10,5,Astoria,5/13/2023,53:55.0,WEEKDAY,May,"01,MORNING"
61,1,Drinking Chocolate,5/13/2023,Sat,45:12.0,11,9.5,Lower Manhattan,5/13/2023,45:12.0,WEEKDAY,May,"01,MORNING"
60,1,Drinking Chocolate,5/13/2023,Sat,06:15.0,12,7.5,Hell's Kitchen,5/13/2023,06:15.0,WEEKDAY,May,"02,AFTERNOON"
35,1,Coffee,5/13/2023,Sat,22:14.0,12,6.2,Lower Manhattan,5/13/2023,22:14.0,WEEKDAY,May,"02,AFTERNOON"
39,1,Coffee,5/13/2023,Sat,25:56.0,12,8.5,Lower Manhattan,5/13/2023,25:56.0,WEEKDAY,May,"02,AFTERNOON"
42,1,Tea,5/13/2023,Sat,45:44.0,12,5,Lower Manhattan,5/13/2023,45:44.0,WEEKDAY,May,"02,AFTERNOON"
83,1,Branded,5/13/2023,Sat,34:08.0,16,14,Lower Manhattan,5/13/2023,34:08.0,WEEKDAY,May,"03,EVENING"
24,1,Coffee,5/13/2023,Sat,53:46.0,19,3,Astoria,5/13/2023,53:46.0,WEEKDAY,May,"03,EVENING"
61,1,Drinking Chocolate,5/14/2023,Sun,02:46.0,7,9.5,Lower Manhattan,5/14/2023,02:46.0,WEEKDAY,May,"01,MORNING"
58,1,Drinking Chocolate,5/14/2023,Sun,03:04.0,8,7,Lower Manhattan,5/14/2023,03:04.0,WEEKDAY,May,"01,MORNING"
50,1,Tea,5/14/2023,Sun,17:31.0,8,2.5,Astoria,5/14/2023,17:31.0,WEEKDAY,May,"01,MORNING"
45,1,Tea,5/14/2023,Sun,19:51.0,8,6,Astoria,5/14/2023,19:51.0,WEEKDAY,May,"01,MORNING"
49,1,Tea,5/14/2023,Sun,32:43.0,8,3,Hell's Kitchen,5/14/2023,32:43.0,WEEKDAY,May,"01,MORNING"
38,1,Coffee,5/14/2023,Sun,44:43.0,8,7.5,Lower Manhattan,5/14/2023,44:43.0,WEEKDAY,May,"01,MORNING"
40,1,Coffee,5/14/2023,Sun,47:06.0,8,7.5,Hell's Kitchen,5/14/2023,47:06.0,WEEKDAY,May,"01,MORNING"
37,1,Coffee,5/14/2023,Sun,23:15.0,9,3,Astoria,5/14/2023,23:15.0,WEEKDAY,May,"01,MORNING"
23,1,Coffee,5/14/2023,Sun,26:35.0,9,2.5,Hell's Kitchen,5/14/2023,26:35.0,WEEKDAY,May,"01,MORNING"
43,1,Tea,5/14/2023,Sun,34:13.0,9,6,Hell's Kitchen,5/14/2023,34:13.0,WEEKDAY,May,"01,MORNING"
64,1,Flavours,5/14/2023,Sun,42:53.0,10,1.6,Lower Manhattan,5/14/2023,42:53.0,WEEKDAY,May,"01,MORNING"
70,1,Bakery,5/14/2023,Sun,45:06.0,10,3.25,Hell's Kitchen,5/14/2023,45:06.0,WEEKDAY,May,"01,MORNING"
54,1,Tea,5/14/2023,Sun,00:54.0,13,2.5,Hell's Kitchen,5/14/2023,00:54.0,WEEKDAY,May,"02,AFTERNOON"
61,1,Drinking Chocolate,5/14/2023,Sun,51:21.0,13,9.5,Astoria,5/14/2023,51:21.0,WEEKDAY,May,"02,AFTERNOON"
25,1,Coffee,5/14/2023,Sun,19:06.0,16,4.4,Lower Manhattan,5/14/2023,19:06.0,WEEKDAY,May,"03,EVENING"
41,1,Coffee,5/14/2023,Sun,27:23.0,16,8.5,Lower Manhattan,5/14/2023,27:23.0,WEEKDAY,May,"03,EVENING"
23,1,Coffee,5/14/2023,Sun,41:14.0,16,2.5,Lower Manhattan,5/14/2023,41:14.0,WEEKDAY,May,"03,EVENING"
27,1,Coffee,5/14/2023,Sun,52:48.0,16,3.5,Astoria,5/14/2023,52:48.0,WEEKDAY,May,"03,EVENING"
24,1,Coffee,5/14/2023,Sun,25:17.0,17,3,Lower Manhattan,5/14/2023,25:17.0,WEEKDAY,May,"03,EVENING"
33,1,Coffee,5/14/2023,Sun,28:33.0,18,7,Hell's Kitchen,5/14/2023,28:33.0,WEEKDAY,May,"03,EVENING"
15,1,Loose Tea,5/15/2023,Mon,14:41.0,6,9.25,Lower Manhattan,5/15/2023,14:41.0,WEEKDAY,May,"01,MORNING"
50,1,Tea,5/15/2023,Mon,40:02.0,6,2.5,Lower Manhattan,5/15/2023,40:02.0,WEEKDAY,May,"01,MORNING"
59,1,Drinking Chocolate,5/15/2023,Mon,21:29.0,7,9,Lower Manhattan,5/15/2023,21:29.0,WEEKDAY,May,"01,MORNING"
37,1,Coffee,5/15/2023,Mon,51:20.0,7,3,Hell's Kitchen,5/15/2023,51:20.0,WEEKDAY,May,"01,MORNING"
55,1,Tea,5/15/2023,Mon,51:22.0,7,8,Astoria,5/15/2023,51:22.0,WEEKDAY,May,"01,MORNING"
65,1,Flavours,5/15/2023,Mon,05:31.0,8,0.8,Lower Manhattan,5/15/2023,05:31.0,WEEKDAY,May,"01,MORNING"
32,1,Coffee,5/15/2023,Mon,32:06.0,8,6,Astoria,5/15/2023,32:06.0,WEEKDAY,May,"01,MORNING"
27,1,Coffee,5/15/2023,Mon,57:41.0,8,3.5,Hell's Kitchen,5/15/2023,57:41.0,WEEKDAY,May,"01,MORNING"
29,1,Coffee,5/15/2023,Mon,05:08.0,10,2.5,Astoria,5/15/2023,05:08.0,WEEKDAY,May,"01,MORNING"
61,1,Drinking Chocolate,5/15/2023,Mon,21:13.0,10,9.5,Astoria,5/15/2023,21:13.0,WEEKDAY,May,"01,MORNING"
60,1,Drinking Chocolate,5/15/2023,Mon,07:44.0,11,3.75,Hell's Kitchen,5/15/2023,07:44.0,WEEKDAY,May,"01,MORNING"
60,1,Drinking Chocolate,5/15/2023,Mon,41:11.0,12,7.5,Hell's Kitchen,5/15/2023,41:11.0,WEEKDAY,May,"02,AFTERNOON"
60,1,Drinking Chocolate,5/15/2023,Mon,25:42.0,14,7.5,Astoria,5/15/2023,25:42.0,WEEKDAY,May,"02,AFTERNOON"
30,1,Coffee,5/15/2023,Mon,27:41.0,18,3,Astoria,5/15/2023,27:41.0,WEEKDAY,May,"03,EVENING"
23,1,Coffee,5/16/2023,Tue,46:12.0,6,5,Hell's Kitchen,5/16/2023,46:12.0,WEEKDAY,May,"01,MORNING"
50,1,Tea,5/16/2023,Tue,04:11.0,7,2.5,Hell's Kitchen,5/16/2023,04:11.0,WEEKDAY,May,"01,MORNING"
49,1,Tea,5/16/2023,Tue,06:06.0,7,6,Astoria,5/16/2023,06:06.0,WEEKDAY,May,"01,MORNING"
47,1,Tea,5/16/2023,Tue,06:34.0,7,3,Hell's Kitchen,5/16/2023,06:34.0,WEEKDAY,May,"01,MORNING"
45,1,Tea,5/16/2023,Tue,28:54.0,7,6,Lower Manhattan,5/16/2023,28:54.0,WEEKDAY,May,"01,MORNING"
44,1,Tea,5/16/2023,Tue,08:28.0,9,2.5,Hell's Kitchen,5/16/2023,08:28.0,WEEKDAY,May,"01,MORNING"
50,1,Tea,5/16/2023,Tue,21:11.0,9,5,Astoria,5/16/2023,21:11.0,WEEKDAY,May,"01,MORNING"
8,1,Coffee beans,5/16/2023,Tue,09:53.0,10,45,Hell's Kitchen,5/16/2023,09:53.0,WEEKDAY,May,"01,MORNING"
60,1,Drinking Chocolate,5/16/2023,Tue,30:22.0,10,7.5,Hell's Kitchen,5/16/2023,30:22.0,WEEKDAY,May,"01,MORNING"
23,1,Coffee,5/16/2023,Tue,39:55.0,10,2.5,Astoria,5/16/2023,39:55.0,WEEKDAY,May,"01,MORNING"
51,1,Tea,5/16/2023,Tue,42:32.0,10,3,Astoria,5/16/2023,42:32.0,WEEKDAY,May,"01,MORNING"
24,1,Coffee,5/16/2023,Tue,51:06.0,10,6,Astoria,5/16/2023,51:06.0,WEEKDAY,May,"01,MORNING"
65,1,Flavours,5/16/2023,Tue,13:24.0,11,1.6,Hell's Kitchen,5/16/2023,13:24.0,WEEKDAY,May,"01,MORNING"
64,1,Flavours,5/16/2023,Tue,26:39.0,11,0.8,Hell's Kitchen,5/16/2023,26:39.0,WEEKDAY,May,"01,MORNING"
61,1,Drinking Chocolate,5/16/2023,Tue,13:51.0,12,4.75,Hell's Kitchen,5/16/2023,13:51.0,WEEKDAY,May,"02,AFTERNOON"
41,1,Coffee,5/16/2023,Tue,43:59.0,12,4.25,Lower Manhattan,5/16/2023,43:59.0,WEEKDAY,May,"02,AFTERNOON"
22,1,Coffee,5/16/2023,Tue,07:53.0,14,4,Lower Manhattan,5/16/2023,07:53.0,WEEKDAY,May,"02,AFTERNOON"
22,1,Coffee,5/16/2023,Tue,28:37.0,15,2,Astoria,5/16/2023,28:37.0,WEEKDAY,May,"02,AFTERNOON"
57,1,Tea,5/16/2023,Tue,40:12.0,17,6.2,Astoria,5/16/2023,40:12.0,WEEKDAY,May,"03,EVENING"
47,1,Tea,5/16/2023,Tue,15:59.0,18,6,Hell's Kitchen,5/16/2023,15:59.0,WEEKDAY,May,"03,EVENING"
23,1,Coffee,5/17/2023,Wed,33:33.0,7,2.5,Lower Manhattan,5/17/2023,33:33.0,WEEKDAY,May,"01,MORNING"
24,1,Coffee,5/17/2023,Wed,42:43.0,7,6,Astoria,5/17/2023,42:43.0,WEEKDAY,May,"01,MORNING"
69,1,Bakery,5/17/2023,Wed,54:48.0,7,3.25,Hell's Kitchen,5/17/2023,54:48.0,WEEKDAY,May,"01,MORNING"
63,1,Flavours,5/17/2023,Wed,09:34.0,8,0.8,Lower Manhattan,5/17/2023,09:34.0,WEEKDAY,May,"01,MORNING"
25,1,Coffee,5/17/2023,Wed,11:55.0,8,4.4,Hell's Kitchen,5/17/2023,11:55.0,WEEKDAY,May,"01,MORNING"
23,1,Coffee,5/17/2023,Wed,18:19.0,8,5,Hell's Kitchen,5/17/2023,18:19.0,WEEKDAY,May,"01,MORNING"
73,1,Bakery,5/17/2023,Wed,32:04.0,8,3.75,Hell's Kitchen,5/17/2023,32:04.0,WEEKDAY,May,"01,MORNING"
10,1,Coffee beans,5/17/2023,Wed,59:35.0,9,10,Lower Manhattan,5/17/2023,59:35.0,WEEKDAY,May,"01,MORNING"
40,1,Coffee,5/17/2023,Wed,58:39.0,10,3.75,Hell's Kitchen,5/17/2023,58:39.0,WEEKDAY,May,"01,MORNING"
39,1,Coffee,5/17/2023,Wed,44:48.0,15,8.5,Hell's Kitchen,5/17/2023,44:48.0,WEEKDAY,May,"02,AFTERNOON"
64,1,Flavours,5/17/2023,Wed,49:46.0,16,0.8,Lower Manhattan,5/17/2023,49:46.0,WEEKDAY,May,"03,EVENING"
46,1,Tea,5/17/2023,Wed,03:44.0,17,2.5,Astoria,5/17/2023,03:44.0,WEEKDAY,May,"03,EVENING"
70,1,Bakery,5/17/2023,Wed,08:42.0,17,3.25,Lower Manhattan,5/17/2023,08:42.0,WEEKDAY,May,"03,EVENING"
54,1,Tea,5/17/2023,Wed,28:46.0,18,2.5,Hell's Kitchen,5/17/2023,28:46.0,WEEKDAY,May,"03,EVENING"
24,1,Coffee,5/18/2023,Thu,07:33.0,7,3,Astoria,5/18/2023,07:33.0,WEEKDAY,May,"01,MORNING"
87,1,Coffee,5/18/2023,Thu,13:33.0,7,2.1,Hell's Kitchen,5/18/2023,13:33.0,WEEKDAY,May,"01,MORNING"
46,1,Tea,5/18/2023,Thu,29:19.0,7,2.5,Hell's Kitchen,5/18/2023,29:19.0,WEEKDAY,May,"01,MORNING"
26,1,Coffee,5/18/2023,Thu,51:03.0,7,6,Astoria,5/18/2023,51:03.0,WEEKDAY,May,"01,MORNING"
64,1,Flavours,5/18/2023,Thu,54:46.0,7,0.8,Hell's Kitchen,5/18/2023,54:46.0,WEEKDAY,May,"01,MORNING"
84,1,Flavours,5/18/2023,Thu,58:49.0,7,0.8,Lower Manhattan,5/18/2023,58:49.0,WEEKDAY,May,"01,MORNING"
41,1,Coffee,5/18/2023,Thu,13:47.0,8,8.5,Astoria,5/18/2023,13:47.0,WEEKDAY,May,"01,MORNING"
84,1,Flavours,5/18/2023,Thu,13:47.0,8,0.8,Astoria,5/18/2023,13:47.0,WEEKDAY,May,"01,MORNING"
54,1,Tea,5/2/2023,Tue,23:52.0,12,5,Lower Manhattan,5/2/2023,23:52.0,WEEKDAY,May,"02,AFTERNOON"
26,1,Coffee,5/13/2023,Sat,06:34.0,10,3,Hell's Kitchen,5/13/2023,06:34.0,WEEKDAY,May,"01,MORNING"
42,1,Tea,5/14/2023,Sun,01:11.0,9,5,Astoria,5/14/2023,01:11.0,WEEKDAY,May,"01,MORNING"
77,1,Bakery,5/18/2023,Thu,29:36.0,8,3,Hell's Kitchen,5/18/2023,29:36.0,WEEKDAY,May,"01,MORNING"
22,1,Coffee,5/18/2023,Thu,51:53.0,8,2,Lower Manhattan,5/18/2023,51:53.0,WEEKDAY,May,"01,MORNING"
37,1,Coffee,5/18/2023,Thu,34:08.0,9,6,Hell's Kitchen,5/18/2023,34:08.0,WEEKDAY,May,"01,MORNING"
69,1,Bakery,5/18/2023,Thu,01:01.0,10,3.25,Hell's Kitchen,5/18/2023,01:01.0,WEEKDAY,May,"01,MORNING"
60,1,Drinking Chocolate,5/18/2023,Thu,22:08.0,10,7.5,Hell's Kitchen,5/18/2023,22:08.0,WEEKDAY,May,"01,MORNING"
17,1,Loose Tea,5/18/2023,Thu,25:39.0,11,9.5,Hell's Kitchen,5/18/2023,25:39.0,WEEKDAY,May,"01,MORNING"
13,1,Loose Tea,5/18/2023,Thu,53:56.0,12,8.95,Astoria,5/18/2023,53:56.0,WEEKDAY,May,"02,AFTERNOON"
55,1,Tea,5/18/2023,Thu,26:03.0,13,8,Hell's Kitchen,5/18/2023,26:03.0,WEEKDAY,May,"02,AFTERNOON"
51,1,Tea,5/18/2023,Thu,42:18.0,15,3,Lower Manhattan,5/18/2023,42:18.0,WEEKDAY,May,"02,AFTERNOON"
70,1,Bakery,5/18/2023,Thu,59:19.0,16,3.25,Lower Manhattan,5/18/2023,59:19.0,WEEKDAY,May,"03,EVENING"
36,1,Coffee,5/18/2023,Thu,38:56.0,17,3.75,Lower Manhattan,5/18/2023,38:56.0,WEEKDAY,May,"03,EVENING"
59,1,Drinking Chocolate,5/18/2023,Thu,50:24.0,17,4.5,Hell's Kitchen,5/18/2023,50:24.0,WEEKDAY,May,"03,EVENING"
73,1,Bakery,5/19/2023,Fri,00:03.0,6,3.75,Lower Manhattan,5/19/2023,00:03.0,WEEKDAY,May,"01,MORNING"
46,1,Tea,5/19/2023,Fri,03:49.0,7,5,Hell's Kitchen,5/19/2023,03:49.0,WEEKDAY,May,"01,MORNING"
29,1,Coffee,5/19/2023,Fri,28:00.0,7,5,Lower Manhattan,5/19/2023,28:00.0,WEEKDAY,May,"01,MORNING"
64,1,Flavours,5/19/2023,Fri,31:27.0,7,1.6,Hell's Kitchen,5/19/2023,31:27.0,WEEKDAY,May,"01,MORNING"
55,1,Tea,5/19/2023,Fri,07:47.0,8,8,Hell's Kitchen,5/19/2023,07:47.0,WEEKDAY,May,"01,MORNING"
64,1,Flavours,5/19/2023,Fri,50:56.0,8,0.8,Astoria,5/19/2023,50:56.0,WEEKDAY,May,"01,MORNING"
29,1,Coffee,5/19/2023,Fri,17:32.0,9,2.5,Hell's Kitchen,5/19/2023,17:32.0,WEEKDAY,May,"01,MORNING"
27,1,Coffee,5/19/2023,Fri,54:12.0,9,7,Astoria,5/19/2023,54:12.0,WEEKDAY,May,"01,MORNING"
87,1,Coffee,5/19/2023,Fri,57:29.0,9,2.1,Hell's Kitchen,5/19/2023,57:29.0,WEEKDAY,May,"01,MORNING"
48,1,Tea,5/19/2023,Fri,58:09.0,9,5,Lower Manhattan,5/19/2023,58:09.0,WEEKDAY,May,"01,MORNING"
37,1,Coffee,5/19/2023,Fri,13:18.0,10,3,Astoria,5/19/2023,13:18.0,WEEKDAY,May,"01,MORNING"
26,1,Coffee,5/19/2023,Fri,36:14.0,10,3,Hell's Kitchen,5/19/2023,36:14.0,WEEKDAY,May,"01,MORNING"
65,1,Flavours,5/19/2023,Fri,48:53.0,12,0.8,Hell's Kitchen,5/19/2023,48:53.0,WEEKDAY,May,"02,AFTERNOON"
84,1,Flavours,5/19/2023,Fri,06:54.0,15,0.8,Hell's Kitchen,5/19/2023,06:54.0,WEEKDAY,May,"02,AFTERNOON"
43,1,Tea,5/19/2023,Fri,49:02.0,18,3,Astoria,5/19/2023,49:02.0,WEEKDAY,May,"03,EVENING"
65,1,Flavours,5/19/2023,Fri,54:42.0,18,1.6,Hell's Kitchen,5/19/2023,54:42.0,WEEKDAY,May,"03,EVENING"
16,1,Loose Tea,5/20/2023,Sat,52:10.0,7,8.95,Astoria,5/20/2023,52:10.0,WEEKDAY,May,"01,MORNING"
44,1,Tea,5/20/2023,Sat,57:53.0,7,2.5,Astoria,5/20/2023,57:53.0,WEEKDAY,May,"01,MORNING"
20,1,Packaged Chocolate,5/20/2023,Sat,01:28.0,8,7.6,Astoria,5/20/2023,01:28.0,WEEKDAY,May,"01,MORNING"
61,1,Drinking Chocolate,5/20/2023,Sat,12:41.0,8,4.75,Astoria,5/20/2023,12:41.0,WEEKDAY,May,"01,MORNING"
74,1,Bakery,5/20/2023,Sat,09:07.0,9,3.5,Astoria,5/20/2023,09:07.0,WEEKDAY,May,"01,MORNING"
76,1,Bakery,5/20/2023,Sat,09:28.0,9,3.5,Lower Manhattan,5/20/2023,09:28.0,WEEKDAY,May,"01,MORNING"
69,1,Bakery,5/20/2023,Sat,25:34.0,9,3.25,Astoria,5/20/2023,25:34.0,WEEKDAY,May,"01,MORNING"
23,1,Coffee,5/20/2023,Sat,31:35.0,9,2.5,Astoria,5/20/2023,31:35.0,WEEKDAY,May,"01,MORNING"
60,1,Drinking Chocolate,5/20/2023,Sat,49:14.0,9,7.5,Hell's Kitchen,5/20/2023,49:14.0,WEEKDAY,May,"01,MORNING"
70,1,Bakery,5/20/2023,Sat,22:45.0,10,3.25,Astoria,5/20/2023,22:45.0,WEEKDAY,May,"01,MORNING"
63,1,Flavours,5/20/2023,Sat,28:02.0,10,1.6,Hell's Kitchen,5/20/2023,28:02.0,WEEKDAY,May,"01,MORNING"
41,1,Coffee,5/20/2023,Sat,13:56.0,12,12.75,Lower Manhattan,5/20/2023,13:56.0,WEEKDAY,May,"02,AFTERNOON"
